business_name,phone,address,city,state,rating,reviews,category,place_id
"Bayfront Roofing","+1786-550-0901","560 NW 29th St, Miami, FL 33127","Miami","FL",4.8,34,"Roofing contractor","ChIJj328EGe32YgRlB0jfopFO5Y"
"TerraRoof Repairs","+1786-320-8509","1390 Brickell Ave, Miami, FL 33131","Miami","FL",5,2,"Roofing contractor","ChIJH4qOhB232YgRqvIMD_fiFgI"
"BEST ROOFERS │ ROOFING COMPANY │ ROOFING CONTRACTOR","+1800-824-4440","1200 Brickell Ave Penthouse 2020, Miami, FL 33122","Miami","FL",4.2,35,"Roofing contractor","ChIJAQBwRYG22YgRp8tNNkD1zKM"
"A+ Roofing Contractors Miami","+1786-284-6748","","Miami","FL",5,17,"Roofing contractor","ChIJUXCHNxOE1GoRT0K1GEXUyCI"
"The Miami Roofing Repair Heroes","+1786-917-5167","26 NE 1st Ave, Miami, FL 33132","Miami","FL",4.8,13,"Roofing contractor","ChIJVVUkp5622YgRLLbk9sVehfU"
"ROOFING VGS LLC","+1954-228-6005","955 SW 6th St #3, Miami, FL 33130","Miami","FL",5,4,"Roofing contractor","ChIJITsrfmK32YgRpTyD4XmwTT4"
"Roofing & Multiple Services","+1786-259-1793","1228 NW 27th St, Miami, FL 33142","Miami","FL",4.8,39,"Roofing contractor","ChIJu7ZnSWW32YgRGMyeUj_LCq8"
"Sunrise Pro Roofing Repair And Replacement And INC","+1645-215-3444","2607 NW 10th Ave Apt 202, Miami, FL 33127","Miami","FL",5,13,"Roofing contractor","ChIJc0GlerG32YgRfWuJAR2BCmI"
"Pulido Contractors Corp. (Roofing Contractors)","+1305-492-3868","2821 NW 21st Ct, Miami, FL 33142","Miami","FL",5,3,"Roofing contractor","ChIJoVJeL9i32YgRu29-prm2KMA"
"Garcia & Sons Roofing Company","+1727-270-8100","7901 4th St N Suite 300, St. Petersburg, FL 33702","St. Petersburg","FL",4.7,9,"Roofing contractor","ChIJYxCRjEbnwogRmzUcWHv6okU"
"St. Petersburg Roofing Contractor, Roofing, Roofers","+1727-877-1273","","St. Petersburg","FL",5,8,"Roofing contractor","ChIJI55OGAHjwogRcwUIFKxP5Xk"
"Perfect Roofing & Insulations Services","+1727-436-3630","4220 13th Ln NE, St. Petersburg, FL 33703","St. Petersburg","FL",4.6,5,"Roofing contractor","ChIJH5wQt37kwogRtcQvyySSM8U"
"Mitchell Roofing Company Llc","","3455 Tyrone Blvd N, St. Petersburg, FL 33710","St. Petersburg","FL",5,2,"Roofing contractor","ChIJ4Q5sPsj8wogRzTtt3l1SFMo"
"Cockney Roofing Inc","+1727-521-2222","6951 34th St N, St. Petersburg, FL 33702","St. Petersburg","FL",4.3,12,"Roofing contractor","ChIJdbpMDnDkwogRHopYoiXJM-c"
"Drew Roofing Inc.","","6401 49th Street N, Pinellas Park, FL 33781","St. Petersburg","FL",4.7,12,"Roofing contractor","ChIJF5rNC4PkwogRn4TqmMLhcmg"
"Expert Roofing Petersburg","+1727-436-3121","5521 Crissman Dr N St, St. Petersburg, FL 33714","St. Petersburg","FL",5,2,"Roofing contractor","ChIJ3dhowtgoToYRm1yEIQDyMiA"
"Bill Ramsey Roofing Inc","+1727-344-6071","St. Petersburg, FL 33743","St. Petersburg","FL",4,8,"Roofing contractor","ChIJf4eneizjwogR4nqNd_ncLQI"
"Home Pros - Roofing & Energy Contractor - Solar","+1239-600-7177","3131 E Riverside Dr, Fort Myers, FL 33916","Fort Myers","FL",4.7,43,"Roofing contractor","ChIJcUZkXDtp24gRxrXt8hV0dN0"
"Sand Dollar Roofing, Inc","+1239-368-3900","3800 Fowler St #11, Fort Myers, FL 33901","Fort Myers","FL",4.8,39,"Roofing contractor","ChIJKYmWb11s24gR18tTCjLqCf0"
"Fort Myers Roofing Services","+1239-518-4856","9360 6 Mile Cypress Pkwy, Fort Myers, FL 33966","Fort Myers","FL",4.6,11,"Roofing contractor","ChIJIYMxGm9t24gReuWuQoroQG4"
"MEI Attic-solution & insulation & roofing Services of FL","+1239-345-7270","2550 Dora St, Fort Myers, FL 33901","Fort Myers","FL",4.5,4,"Contractor","ChIJtcpeenRq24gRF217wjFbnJs"
"Fort Myers Roofing Contractors","+1239-746-1501","2751 Jacksonville St, Fort Myers, FL 33916","Fort Myers","FL",4.5,8,"Roofing contractor","ChIJa6BSimFp24gRwDbFPYaJ8nU"
"BRY - Attic Insulation & Roofing Services Co, FL","+1239-347-2592","Fort Myers, FL 33901","Fort Myers","FL",5,3,"Roofing contractor","ChIJVVVVVcVB24gR9tDQgjkO5TQ"
"GRAB Attic Insulation & Roofing Services Co, FL","+1239-345-5901","2966 Market St, Fort Myers, FL 33916","Fort Myers","FL",4.6,5,"Contractor","ChIJlylRztBB24gRfEooy0i_8OA"
"Cape Coral Roofing and Sheet Metal Inc","+1239-771-3062","1520 SE 46th Ln C, Cape Coral, FL 33904","Cape Coral","FL",3.4,35,"Roofing contractor","ChIJvdY4KDVB24gRhKWSJq1QkOU"
"Roof Top Plus","+1239-744-2976","621 Cape Coral Pkwy E, Cape Coral, FL 33904","Cape Coral","FL",5,8,"Roofing contractor","ChIJzWllq9457m8RRSH98oH5Q0g"
"W","+1239-574-1490","3727 Del Prado Blvd S, Cape Coral, FL 33904","Cape Coral","FL",4.3,17,"Roofing contractor","ChIJWxYOtDZB24gR3dtUGBaM8gc"
"All Weather Roofing And Skylights","+1800-297-3758","1634 SE 47th St, Cape Coral, FL 33904","Cape Coral","FL",3,4,"Roofing contractor","ChIJ81PtXVc_24gRxytJWlfCRls"
"Star Roofing Contractor","+1239-388-2768","3621 SE 8th Ave, Cape Coral, FL 33904","Cape Coral","FL",4.5,8,"Roofing contractor","ChIJA3doh4hH24gROW7chdyQk4o"
"Florida Building Pros Inc.","+1239-349-2917","","Cape Coral","FL",4.6,67,"Roofing contractor","ChIJ_9-fJnJr24gRXe7qJkIGXeg"
"5 Starr Roofing Inc.","+1239-800-5813","1001 SE 12th Ct B, Cape Coral, FL 33990","Cape Coral","FL",4.8,24,"Roofing contractor","ChIJG4qRfpgV24gReDyDYw0SEFU"
"Costa’s Roofing & Construction","+1239-308-4008","1110 SE 12th Ct, Cape Coral, FL 33990","Cape Coral","FL",4.4,9,"Roofing contractor","ChIJ8Xx_lGRD24gRhDx6MRwHqX8"
"Kenan Roof Tile Supply","+1877-858-0989","1430 SE 17th Ave Suite 2, Cape Coral, FL 33990","Cape Coral","FL",3.7,3,"Roofing contractor","ChIJ_687nrFB24gR7G_ptrxH1RI"
"Brandon Roofing Services Tallahassee","+1850-299-1525","1207 Eppes Dr, Tallahassee, FL 32304","Tallahassee","FL",5,9,"Roofing contractor","ChIJ9bkKXTKL7IgRLLOLcfex_8Q"
"Top Quality Roofing and Restoration Services","+1850-274-2539","737A Pointe Ct, Tallahassee, FL 32308","Tallahassee","FL",5,2,"Roofing contractor","ChIJES5_4lu57YgR1cKuZb_Sz-Q"
"Expert Roofers Tallahassee","","4826 6 Oaks Dr, Tallahassee, FL 32303","Tallahassee","FL",4.6,9,"Roofing contractor","ChIJwyNUYTjx7IgRMfE19LuvYrQ"
"Pantera Roofing","+1850-556-0843","8006 Ida Rd, Tallahassee, FL 32304","Tallahassee","FL",5,11,"Roofing contractor","ChIJEZng_azz7IgR09Dwe0qBNJs"
"Harrell Roofing LLC.","+1850-575-9564","3125 W Tharpe St, Tallahassee, FL 32303","Tallahassee","FL",3.7,6,"Roofing contractor","ChIJuXZ5nHf07IgRwlp2qfKOVdw"
"Clear Choice USA-Tallahassee","+1850-894-6369","103 Boardwalk Ln, Tallahassee, FL 32301","Tallahassee","FL",5,2,"Roofing contractor","ChIJh1pDsFRe7IgRchWdb1HfE0s"
"Pittman Roofing","+1850-509-4911","Tallahassee, FL 32303","Tallahassee","FL",4.3,6,"Roofing contractor","ChIJVVVVVUXx7IgRbTWyPHRcZ54"
"D-Buffing Dryer Vent & Air Vent and Chimney Sweep and Construction","+1448-209-2385","313 Williams St, Tallahassee, FL 32303","Tallahassee","FL",4.9,8,"General contractor","ChIJ83JABYP17IgR1oI--kz0F_s"
"Water Damage Tallahassee","+1239-448-5307","339 N Monroe St #125, Tallahassee, FL 32301","Tallahassee","FL",4,2,"Water damage restoration service","ChIJzcUWfXf17IgRbYsF8_nHTeI"
"WHCD Pest Control Services and Dryer Vent & Air Duct Cleaning Services LLC Of FL ,","","2811 Capital Cir NE # B, Tallahassee, FL 32308","Tallahassee","FL",4.8,10,"Contractor","ChIJQcWYGDNf7IgRLllIS2KTO-c"
"Quality Pest control service and Dryer vent & Air duct cleaning of FL","+1239-291-6776","111 W Bloxham St, Tallahassee, FL 32301","Tallahassee","FL",4.5,11,"Painter","ChIJfXftUYP17IgRVuM7xRXi3ME"
"Accent Pressure and Soft Washing","+1850-545-9278","","Tallahassee","FL",4.6,13,"Roofing contractor","ChIJtxyDQOde7IgR3LCDMpmnrM0"
"CRW - Attic Insulation & Roofing Services Co , FL","+1239-350-2735","202 W Jackson St, Pensacola, FL 32501","Pensacola","FL",4.5,4,"Roofing contractor","ChIJAQCwx6fAkIgRT2aOx9n2e_w"
"Woody Cushing Roofing Co","+1850-432-9109","525 W Michigan Ave, Pensacola, FL 32505","Pensacola","FL",4.8,17,"Roofing contractor","ChIJ_5G-hLa_kIgR_JdPCioWNTo"
"KEW'S Attic Insulation & Roofing Services Inc, FL","+1239-345-5875","1304 E Brainerd St, Pensacola, FL 32503","Pensacola","FL",4.7,6,"Contractor","ChIJKZ98D8DAkIgRVFTDq9mfTXk"
"Finnfoam Roofing","+1850-703-8499","608A N C St, Pensacola, FL 32501","Pensacola","FL",3.7,3,"Roofing contractor","ChIJq6p62K2CLIcRkJp1_q5TExQ"
"Roofer's Mart Southeast","+1850-266-2800","3175 Copter Rd, Pensacola, FL 32514","Pensacola","FL",4.8,39,"Roofing supply store","ChIJTY9Ji-nqkIgRU5kmoboNwEk"
"POT'S Attic Insulation & Roofing Services Inc, FL","+1850-202-7184","3130 N E St, Pensacola, FL 32501","Pensacola","FL",4.8,5,"Contractor","ChIJW6-Mn3u_kIgRz2SpKpswNaY"
"WESL Attic Insulation & Roofing Services Inc , FL","+1850-634-5296","56 S Alcaniz St, Pensacola, FL 32502","Pensacola","FL",3.7,3,"Roofing contractor","ChIJAQCQgrHAkIgRcMRloZDPwbs"
"South Attic Insulation & Roofing Services Inc, FL","+1239-347-2854","815 S Palafox St 3rd Floor, Pensacola, FL 32502","Pensacola","FL",4,3,"Contractor","ChIJqQQwXVLHkIgRfGArUjwJrIM"
"Rain Proof Roofing & Contracting, LLC","+1850-637-0071","4400 Bayou Blvd, Pensacola, FL 32503","Pensacola","FL",3.9,18,"Roofing contractor","ChIJLUPDA93BkIgRz6mjdiLclDo"
"BKS Attic Insulation & Roofing Services Inc, FL","+1239-345-7969","3355 Brookshire Dr, Pensacola, FL 32504","Pensacola","FL",4.9,9,"Contractor","ChIJ79FCDd_AkIgRtDADOJkEDyA"
"Kirkland Attic Insulation & Roofing Service","+1850-517-2167","2420 W Hayes St, Pensacola, FL 32505","Pensacola","FL",4.6,10,"Roofing contractor","ChIJX_8mHA2_kIgRkvWh0N_QMEk"
"Johnson Construction Inc","+1850-457-6737","6310 W Fairfield Dr, Pensacola, FL 32506","Pensacola","FL",4.5,23,"General contractor","ChIJzwzdEp--kIgRI76ULoeCQHc"
"Parker Roofing Co. Inc.","+1850-477-8825","215 W Detroit Blvd, Pensacola, FL 32534","Pensacola","FL",4.3,9,"Roofing contractor","ChIJBaHNQixQJywRbrE7_M1IMds"
"KEIL'S Attic Insulation & Roofing Services Inc, FL","+1239-345-4082","2101 Scenic Hwy, Pensacola, FL 32503","Pensacola","FL",5,4,"Contractor","ChIJwcNnlBvBkIgRoxyrO-VTPHM"
"Sheet Metal Masters Inc","+1850-470-0960","3537 North W Street, Pensacola, FL 32505","Pensacola","FL",5,5,"Roofing contractor","ChIJEZ_2zwi_kIgR6Veag01mM54"
"RFS - Attic Insulation & Roofing Services Co, FL","+1239-350-3447","7150 Tippin Ave, Pensacola, FL 32524","Pensacola","FL",5,5,"Roofing contractor","ChIJF9XxiZ3qkIgRAT0MQSjCVKM"
"Pensacola MoldExperts","+1239-518-7838","808 N Baylen St, Pensacola, FL 32501","Pensacola","FL",4.6,10,"Water damage restoration service","ChIJc4xGKsjBkIgR7Men7Br5x2Y"
"Bay Area Roofing","+1941-954-8777","Sarasota, FL 34236","Sarasota","FL",5,2,"Roofing contractor","ChIJVVVVVWpAw4gRaSfKfQi1SZc"
"️SunCoast Roofing And Gutters","+1941-363-1555","6966 Curtiss Ave, Sarasota, FL 34231","Sarasota","FL",4.9,28,"Roofing contractor","ChIJj8Ww8MhBw4gRFq8KjvfryAc"
"Roofing Center","+1941-263-2667","2033 Main St #650, Sarasota, FL 34237","Sarasota","FL",5,5,"Roofing contractor","ChIJ9Ww_4T1Bw4gRQ_kHyZ99Z2Q"
"Above and Beyond Exteriors","+1941-347-9895","1990 Main St Office 750, Sarasota, FL 34236","Sarasota","FL",4.6,25,"Contractor","ChIJ7xe5Z4JYJUcR0FOAVYnbgWg"
"Manson Roofing Inc","+1941-279-4814","8 Marina Plaza, Sarasota, FL 34236","Sarasota","FL",4.3,6,"Roofing contractor","ChIJ_____xNAw4gRzbyiFcWGaRY"
"Mid-County Roofing, Inc.","+1941-366-1620","1170 Central Ave, Sarasota, FL 34236","Sarasota","FL",3,2,"Roofing contractor","ChIJ91UG8ApAw4gRmevJrcbg4Co"
"GNG Attic Insulation & Roofing Services Inc, FL","+1239-345-7724","1647 Pine Tree Ln, Sarasota, FL 34236","Sarasota","FL",4.8,5,"Contractor","ChIJewZySWpAw4gR-SpJ1ZTQ_GI"
"DNG","+1239-345-7719","2127 Ringling Blvd # 101, Sarasota, FL 34237","Sarasota","FL",4.6,5,"Contractor","ChIJ301aDmVAw4gRAVtVmAgkQiA"
"Lakeland Roofing Installation","+1863-250-2766","3823 Old Salem Rd, Lakeland, FL 33811","Lakeland","FL",4.9,37,"Roofing contractor","ChIJ4-N2SCg73YgRPsDW5v-OiVQ"
"Supreme Roofing Services","+1863-207-0903","","Lakeland","FL",5,7,"Roofing contractor","ChIJhxgxl0E8L4gREMokDOdyLYY"
"W.D. Hutchinson Roofing LLC","+1863-686-3300","1717 W Memorial Blvd, Lakeland, FL 33815","Lakeland","FL",5,29,"Roofing contractor","ChIJdVhcaJo43YgRxeiA3JPTl34"
"florida state certified roofing","+1863-777-1027","1215 N Galloway Rd, Lakeland, FL 33810","Lakeland","FL",5,10,"Roofing contractor","ChIJxVQU6QA53YgR1wd6zi7-O4Q"
"DMAV Roofing Contractor Of Lakeland","+1321-966-2232","1712 Atlanta Ct, Lakeland, FL 33803","Lakeland","FL",4,4,"Roofing contractor","ChIJ4eFVecQ_3YgRSflLm59jhjU"
"Florida First Roofing","+1863-451-8515","3187 US Hwy 98 N, Lakeland, FL 33805","Lakeland","FL",5,3,"Roofing contractor","ChIJ8xv1XdY7wokRHsSWd4l-Xds"
"Steel Roofing Systems","+1863-701-7170","3049 Drane Field Rd, Lakeland, FL 33811","Lakeland","FL",4.9,40,"Roofing contractor","ChIJj_krAZg53YgRmGuU45AiCF8"
"All American Roofing Group Contractors","+1863-409-1636","2424 Cresap St, Lakeland, FL 33815","Lakeland","FL",4,4,"Roofing contractor","ChIJW9W5vfc43YgRjwZpWD3WL0A"
"Chisholm Trail Roofing & Construction Florida","+1813-515-0449","4953 Southfork Dr, Lakeland, FL 33813","Lakeland","FL",5,10,"Roofing contractor","ChIJC7S2HFc53YgRMGw2q_CdUqY"
"Gullett Energy Roof Coatings LLC","+1863-412-2821","535 Bracey Rd, Lakeland, FL 33809","Lakeland","FL",4.9,11,"Roofing contractor","ChIJ7WaH_EVE3YgRO0zJzARZbLQ"
"florida state certified roofing","+1863-777-1027","6021 Florida Ave S, Lakeland, FL 33813","Lakeland","FL",5,2,"Roofing contractor","ChIJqUvho2073YgRPJ0jN3Wl5mQ"
"S & S Roofing of Central Florida Inc","+1863-209-2646","4749 US-92 E, Lakeland, FL 33801","Lakeland","FL",3.3,12,"Roofing contractor","ChIJi-ML0WGf3YgRFOSyxSJHEGw"
"Double J Roofing","+1863-858-7041","7210 Elmer Dees Rd, Lakeland, FL 33810","Lakeland","FL",5,8,"Roofing contractor","ChIJ32T5qOxG3YgR-9eakcfyGlo"
"Thomas Smith & Co","","3828 Knights Station Rd, Lakeland, FL 33810","Lakeland","FL",4.5,8,"Roofing contractor","ChIJh0KLCO5H3YgROvRIcdusfsk"
"Code Red Roofing","+1863-614-1535","","Lakeland","FL",5,2,"Roofing contractor","ChIJ8-ztZLM43YgR44mnX1G0rv8"
"Belcher Contractors & Roofing Inc.","+1813-770-5806","4025 Timberwood Dr, Lakeland, FL 33811","Lakeland","FL",3.4,16,"Roofing contractor","ChIJAcp20BE63YgRMz83tlT6Qyk"
"Outpost Roofing Company","+1803-525-5474","901 Berryhill Rd A, Charlotte, NC 28208","Charlotte","NC",5,5,"Roofing contractor","ChIJGVbPUgehVogRegNVnhkwgxw"
"Watchman Roofing Co","+1803-525-5473","1504 Beatties Ford Rd, Charlotte, NC 28216","Charlotte","NC",5,5,"Roofing contractor","ChIJ2Zwg5gqhVogRm1LfIdq7Q1o"
"Premier Roofing","+1704-340-1550","225 S Poplar St #1408, Charlotte, NC 28202","Charlotte","NC",4.7,15,"Roofing contractor","ChIJLyoZT_cjVIgRYbz-5tX_8d4"
"Cornerstone Construction - Roofing & Solar","+1704-476-1743","511 W Summit Ave, Charlotte, NC 28203","Charlotte","NC",4.4,7,"Roofing contractor","ChIJQxdkKs2fVogR8DPGAHUDTWw"
"Roofing And Siding Repair Tech LLC.","+1980-310-4983","5915 Hunters Crossing Ln, Charlotte, NC 28215","Charlotte","NC",4.8,33,"Roofing contractor","ChIJB2Y93kIfVIgRNSsOix6xd1c"
"Roofing Repair Charlotte","+1980-353-2983","1699 E 4th St, Charlotte, NC 28204","Charlotte","NC",4.2,23,"Roofing contractor","ChIJ0Xt9wUAgVIgRNs8n_c7sLVA"
"Charlotte Roofing","","4418 S Tryon St, Charlotte, NC 28217","Charlotte","NC",3.8,9,"Roofing contractor","ChIJ6QZDXcKeVogRp_zTOpLKIIY"
"DIAMOND TOP ROOFING","+1704-713-1963","1512 Dean St, Charlotte, NC 28216","Charlotte","NC",5,4,"Roofing contractor","ChIJD5atrFmhVogR5dVB1ZG2Z18"
"TCB Roofing LLC","+1919-396-3819","308 S Blount St Apt 816, Raleigh, NC 27601","Raleigh","NC",5,5,"Roofing contractor","ChIJ_1XNB9ZfrIkR5cdtu_iskjg"
"Quality Roofing Raleigh","+1844-602-0784","2603 Glenwood Ave, Raleigh, NC 27608","Raleigh","NC",4.3,7,"Roofing contractor","ChIJQw_d3Bn2rIkR0Ua-eCpKCRU"
"United Roofing and Restoration","+1919-975-7663","324 S Wilmington St #147, Raleigh, NC 27601","Raleigh","NC",3.7,3,"Roofing contractor","ChIJ7-H5QHJfrIkRgFO6sU8pN2Y"
"Gallery Built Roofing","+1919-307-6747","8601 Six Forks Rd Unit 400, Raleigh, NC 27615","Raleigh","NC",5,36,"Roofing contractor","ChIJlbb2ceJZrIkREnFj7fET7Uo"
"To Serve Contracting, LLC","","4605 Oleander Dr, Wilmington, NC 28403","Wilmington","NC",4.7,76,"Roofing contractor","ChIJrRocDd_zqYkRnCf-wnZg8fg"
"Southern Coast Roofing LLC","+1910-239-8666","4403 Oleander Dr c174, Wilmington, NC 28409","Wilmington","NC",5,2,"Roofing contractor","ChIJk50gW2_1qYkRf8qzgDg4X1I"
"Wilmington Roofing Company","+1910-622-3225","105 Portwatch Way suite e, Wilmington, NC 28412","Wilmington","NC",5,3,"Roofing contractor","ChIJ8fTQuKb1qYkRzCVYnLlM6rM"
"Wilmington Roofing Services","+1910-637-6464","3809 Peachtree Ave Suite 201, Wilmington, NC 28403","Wilmington","NC",4.3,6,"Roofing contractor","ChIJA_sdzZyKqYkRR9x98dlVHRs"
"JEM Roofing Company","+1910-469-0064","","Wilmington","NC",5,21,"Roofing contractor","ChIJKX1tH9dh40URSJKT7pjovu4"
"McLean Coastal Roofing","+1910-808-9365","925 S Kerr Ave suite I-5, Wilmington, NC 28403","Wilmington","NC",5,3,"Roofing contractor","ChIJ2YoyTOP1qYkRku_2jhkJdm0"
"C & C Roofing and Restoration Inc","+1888-920-9559","1213 Culbreth Dr STE 113, Wilmington, NC 28405","Wilmington","NC",4.7,17,"Roofing contractor","ChIJWddaUNDzqYkRSldO13OjmnA"
"Metal & Shingle Roofing Experts","+1910-541-4859","1536 Castle Hayne Rd #5, Wilmington, NC 28401","Wilmington","NC",5,9,"Roofing contractor","ChIJC7VDPOKLqYkRPbp4mJ0UcD8"
"Roof Assurance Carolina","+1910-581-5746","108 N Kerr Ave, Wilmington, NC 28405","Wilmington","NC",3.9,11,"Roofing contractor","ChIJe0YQlK_1qYkRiM_o4tK98Xk"
"J&J Coastal Construction LLC","+1910-367-8349","4800 Maple Ave #8, Wilmington, NC 28403","Wilmington","NC",5,4,"Construction company","ChIJ7R7L3Sr1qYkR5GxvulQvvkI"
"Aguila Roofing LLC","+1910-515-6337","4701 Wrightsville Ave #3-201, Wilmington, NC 28403","Wilmington","NC",5,3,"Roofing contractor","ChIJQRt7kqr1qYkR5G3avOuwswA"
"Foolproof Roofing & Repairs Residential And commercial","+1910-232-2151","407 Maides Ave Apt. C, Wilmington, NC 28405","Wilmington","NC",5,4,"Roofing contractor","ChIJiYHyU_31qYkR9TX6Fxd15fo"
"Sure Roofing Solutions","+1984-298-2301","110 Corcoran St, Durham, NC 27701","Durham","NC",5,23,"Roofing contractor","ChIJgU-Si_nlrIkR-zC_3ojyOPc"
"The Young Roofing Co. Inc.","+1919-682-0483","403 Morris St, Durham, NC 27701","Durham","NC",4.3,6,"Sheet metal contractor","ChIJzRCZDXPkrIkRyB8W0PuSW_8"
"Referrals Roofing LLC.","+1919-220-3648","212 Corcoran St, Durham, NC 27701","Durham","NC",4.7,13,"Roofing contractor","ChIJS32NCXLkrIkRQIu_CWLjJV8"
"Durham's Finest Roofing","","914 Corona St, Durham, NC 27707","Durham","NC",5,6,"Roofing contractor","ChIJ65skM4HjrIkRhaoCUUc9U5Q"
"Budd Piper & Durham Roofing Inc","+1919-682-2121","1309 E Geer St, Durham, NC 27704","Durham","NC",4,4,"Roofing contractor","ChIJyUPOSm_krIkRSQgcsM-6-hk"
"G L Rigsbee Roofing-Guttering","+1919-383-9190","3609 Rivermont Rd, Durham, NC 27712","Durham","NC",5,2,"Roofing contractor","ChIJU3uxNQDhrIkRUbEz5jopUU0"
"Jeff","+1919-937-6681","2202 Sparger Rd, Durham, NC 27705","Durham","NC",5,2,"Roofing contractor","ChIJq6pultvgrIkRNfCumzO4c54"
"D.E.C. Restorations","+1800-884-3329","2530 Meridian Pkwy Suite 300, Durham, NC 27713","Durham","NC",4.8,24,"Roofing contractor","ChIJveLVbmXvrIkRj3Q65o_O_PY"
"Lozano Roofing Inc.","+1919-717-2578","","Durham","NC",5,14,"Roofing contractor","ChIJxa5WsDPfrIkRUueL57oqrgY"
"Indigenous Contracting Services","+1919-491-5180","208 N Briggs Ave, Durham, NC 27703","Durham","NC",4.8,11,"Roofing contractor","ChIJNaiZcXHlrIkRCz3fBwGqHoU"
"Triangle Restorations LLC","+1919-600-8685","412 E Pilot St, Durham, NC 27707","Durham","NC",5,3,"General contractor","ChIJy1f9-qnlrIkR_7new4qavGk"
"Five Star Roofing & Exteriors","+1919-259-5898","","Durham","NC",4.4,27,"Roofing contractor","ChIJmZqtjdzgrIkRFnSxomj95uQ"
"Escobar's Construction","+1919-225-7411","","Durham","NC",4.8,4,"Roofing contractor","ChIJj1taw8XlrIkRjLK1je0Akx4"
"Big Brother Roofing LLC","+1919-904-8040","","Durham","NC",5,15,"Roofing contractor","ChIJiWI5S8HlrIkRnYmOPg5lDxc"
"P&C FRAMING LLC","+1919-282-2866","2818 Cheek Rd, Durham, NC 27704","Durham","NC",5,10,"Construction company","ChIJgdkwKpb7rIkRyQu4uHPls0o"
"R&B Durham Roofing","+1919-694-6796","","Durham","NC",5,2,"Roofing contractor","ChIJsSpyBejlrIkRf7MqMGjVAWM"
"Major League Construction Inc.","+1336-256-9236","1451 S Elm-Eugene St #3219, Greensboro, NC 27406","Greensboro","NC",4.7,15,"Roofing contractor","ChIJ98_IA28ZU4gRuNSQj5tv6Kk"
"Oxendine & Son Roofing Co","+1336-292-2416","1702 Holbrook St, Greensboro, NC 27403","Greensboro","NC",4.9,20,"Roofing contractor","ChIJG3z6omUZU4gRgjTVzL1lARU"
"Greensboro Roofing","+1336-316-0084","299 Edwardia Dr, Greensboro, NC 27409","Greensboro","NC",4.3,4,"Roofing contractor","ChIJ83icCA4bU4gR2Q8Azn4omBU"
"Premier Construction & Roofing","+1336-430-9507","3420 Battleground Ave, Greensboro, NC 27410","Greensboro","NC",3.7,3,"Roofing contractor","ChIJ__90TzccU4gRGTtQbrpcDmc"
"Plata Contruction","+1336-814-7769","2422 W Florida St, Greensboro, NC 27403","Greensboro","NC",5,3,"Roofing contractor","ChIJK5z8M5kbU4gRW8surG6FBuU"
"336 Roofing Company","+1336-501-1745","5400 Tory Hill Dr, Greensboro, NC 27410","Greensboro","NC",5,4,"Roofing contractor","ChIJX1o_CkchU4gR3EDR6X8Zmqg"
"Quality Pro Roofers LLC","+1336-646-2676","3316 Immanuel Rd, Greensboro, NC 27407","Greensboro","NC",5,12,"Construction company","ChIJgZ787dEbU4gRIdV2LuO7Gx8"
"Next Generation Roofing","+1336-681-4173","3211 Donnell St, Greensboro, NC 27405","Greensboro","NC",5,2,"Roofing contractor","ChIJ_wdbOQjGOSsRTRbpVVUD9hQ"
"Toby's Vinyl Siding & Roofing","+1336-988-6525","1301 Hickory Ave, Greensboro, NC 27405","Greensboro","NC",4,4,"Roofing contractor","ChIJcztsLQ0fU4gRJFocbXtPJbU"
"International roofing and remodeling","+1336-337-3292","2617 W Court St, Greensboro, NC 27407","Greensboro","NC",4,4,"Roofing contractor","ChIJETzICdQbU4gREdaN5aL0b5s"
"Dogwood Roofing","+1910-405-8396","2326 Owen Dr, Fayetteville, NC 28306","Fayetteville","NC",5,8,"Roofing contractor","ChIJA4Hc4h8Tq4kR_mRkECqdFqE"
"Paul Williams Roofing and Guttering","+1910-624-7530","812 Southern Ave, Fayetteville, NC 28306","Fayetteville","NC",4,4,"Roofing contractor","ChIJI0KTka0Tq4kRNS0YM1OkZTM"
"Quality Roofing And Home Improvement","+1910-583-3829","2612 Camden Rd, Fayetteville, NC 28306","Fayetteville","NC",4.5,16,"Roofing contractor","ChIJf-W3zlUVq4kRbf4karckUmU"
"ABBA Roofing","+1910-527-0400","1016 Appalachin Dr, Fayetteville, NC 28311","Fayetteville","NC",4.9,29,"Roofing contractor","ChIJ6Th5tcZvq4kRtlK3dcHU2Gs"
"Ray Bullock Roofing","+1910-476-1862","4814 US-301, Hope Mills, NC 28348","Fayetteville","NC",4.4,13,"Roofing contractor","ChIJuZJwqEsRq4kReCD1GdE91Vo"
